   76327.617655 lost 7156 events on cpu 5

Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
                                          (count)       (msec)     (msec)      (msec)      (msec)       %
---------------------------------------------------------------------------------------------------------------------
             migration/34[221]       2         39        0.289      0.003       0.007       0.041   12.78       0
                  perf[957662]   957661       1365    14648.565      0.000      10.731      71.141    2.76       0
             migration/77[479]       2         38        0.401      0.008       0.010       0.042   10.57       0
           perf[957666/957662]   957662        148       22.493      0.070       0.151       0.819    5.49       0
             migration/35[227]       2         40        0.327      0.003       0.008       0.041   15.06       0
            dockerd[4324/2411]    2411         27        1.983      0.011       0.073       0.736   35.40       0
             migration/78[485]       2         38        0.370      0.007       0.009       0.042    8.99       0
         kworker/80:0-mm[4837]       2         94        6.336      0.006       0.067       0.130    4.28       0
            dockerd[4326/2411]    2411         39        3.506      0.016       0.089       1.766   49.32       0
             migration/36[233]       2         40        0.317      0.003       0.007       0.041   16.27       0
         containerd[4329/2345]    2345          2        1.012      0.196       0.506       0.815   61.22       0
            dockerd[4330/2411]    2411          1        1.004      1.004       1.004       1.004    0.00       0
             migration/79[491]       2         38        0.363      0.003       0.009       0.042    9.52       0
          kworker/56:1-ev[747]       2         34        0.727      0.004       0.021       0.061   12.94       0
            dockerd[4331/2411]    2411          1        1.536      1.536       1.536       1.536    0.00       0
         containerd[4332/2345]    2345          1        0.525      0.525       0.525       0.525    0.00       0
            dockerd[4333/2411]    2411          1        1.688      1.688       1.688       1.688    0.00       0
        kworker/10:1-ev[49133]       2         73        1.302      0.006       0.017       0.101   10.67       0
            dockerd[4334/2411]    2411          5        1.468      0.024       0.293       1.345   89.50       0
             migration/37[239]       2         41        0.351      0.002       0.008       0.075   22.55       0
             migration/80[497]       2         38        0.371      0.008       0.009       0.041    8.79       0
             ksoftirqd/80[498]       2          5        0.060      0.011       0.012       0.014    4.37       0
              snapd[2546/2327]    2327          1        0.344      0.344       0.344       0.344    0.00       0
       kworker/1:0-mm_[674034]       2        490        9.891      0.004       0.020       0.108    3.14       0
              snapd[2547/2327]    2327          1        0.752      0.752       0.752       0.752    0.00       0
       kworker/23:0-mm[674036]       2         13        0.190      0.004       0.014       0.048   24.92       0
             migration/38[245]       2         40        0.326      0.003       0.008       0.042   15.83       0
       kworker/78:0-mm[674037]       2         12        0.207      0.006       0.017       0.056   22.07       0
             migration/81[503]       2         38        0.363      0.004       0.009       0.041    9.27       0
       kworker/2:0-mm_[674039]       2        343        6.495      0.004       0.018       0.074    3.59       0
          kworker/14:1-mm[761]       2         75        1.116      0.004       0.014       0.063    8.38       0
       kworker/22:0-mm[674041]       2        231        2.634      0.004       0.011       0.044    3.41       0
          kworker/15:1-mm[762]       2         22        0.293      0.005       0.013       0.031   10.16       0
             migration/39[251]       2         39        0.281      0.003       0.007       0.041   13.77       0
          kworker/16:1-ev[763]       2         25        0.351      0.006       0.014       0.038   12.17       0
         kworker/28:1H-k[2811]       2          3        0.294      0.069       0.098       0.125   16.42       0
          kworker/17:1-mm[764]       2         15        0.192      0.004       0.012       0.019   11.01       0
                    cron[2300]       1          3        0.199      0.045       0.066       0.078   15.72       0
             migration/82[509]       2         38        0.372      0.006       0.009       0.042    8.95       0
                :-1[-1/957665]      -1      54338    29008.893      0.004       0.533      54.843    2.28       0
          kworker/20:1-mm[767]       2         16        0.261      0.009       0.016       0.035   10.32       0

Terminated tasks:
          lcpan[957696/957665]   957665          1        0.051      0.051       0.051       0.051    0.00       0
          lcpan[966400/957665]   957665          2        0.045      0.005       0.022       0.039   77.48       0
          lcpan[974080/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[977408/957665]   957665          1        0.040      0.040       0.040       0.040    0.00       0
          lcpan[977664/957665]   957665          1        0.003      0.003       0.003       0.003    0.00       0
          lcpan[978944/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[983808/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[984064/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[987648/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[987904/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[988928/957665]   957665          1        0.049      0.049       0.049       0.049    0.00       0
