   76177.910062 lost 5538 events on cpu 58
   76177.916688 lost 1177 events on cpu 64

Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
                                          (count)       (msec)     (msec)      (msec)      (msec)       %
---------------------------------------------------------------------------------------------------------------------
          lcpan[947559/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[949095/930470]   930470          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[950631/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[952679/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[956775/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[945256/930470]   930470          1        1.598      1.598       1.598       1.598    0.00       0
          lcpan[946280/930470]   930470          1        3.680      3.680       3.680       3.680    0.00       0
          lcpan[952168/930470]   930470          1        0.043      0.043       0.043       0.043    0.00       0
          lcpan[954984/930470]   930470          1        1.071      1.071       1.071       1.071    0.00       0
          lcpan[935017/930470]   930470          1        0.052      0.052       0.052       0.052    0.00       0
          lcpan[945257/930470]   930470          1        1.557      1.557       1.557       1.557    0.00       0
          lcpan[945769/930470]   930470          1        3.267      3.267       3.267       3.267    0.00       0
          lcpan[946281/930470]   930470          1        3.673      3.673       3.673       3.673    0.00       0
          lcpan[947049/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[954985/930470]   930470          1        1.043      1.043       1.043       1.043    0.00       0
          lcpan[956521/930470]   930470          1        0.035      0.035       0.035       0.035    0.00       0
          lcpan[956777/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[950122/930470]   930470          1        1.364      1.364       1.364       1.364    0.00       0
          lcpan[952938/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[948075/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[936300/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[938092/930470]   930470          1        0.034      0.034       0.034       0.034    0.00       0
          lcpan[943468/930470]   930470          1        0.054      0.054       0.054       0.054    0.00       0
          lcpan[950124/930470]   930470          1        0.104      0.104       0.104       0.104    0.00       0
          lcpan[953196/930470]   930470          1        0.073      0.073       0.073       0.073    0.00       0
          lcpan[955500/930470]   930470          1        0.034      0.034       0.034       0.034    0.00       0
          lcpan[935533/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[936301/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[940397/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[942445/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[945773/930470]   930470          1        3.129      3.129       3.129       3.129    0.00       0
          lcpan[946285/930470]   930470          1        0.709      0.709       0.709       0.709    0.00       0
          lcpan[952941/930470]   930470          1        0.059      0.059       0.059       0.059    0.00       0
          lcpan[935278/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[936046/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[946286/930470]   930470          1        0.709      0.709       0.709       0.709    0.00       0
          lcpan[946798/930470]   930470          1        0.066      0.066       0.066       0.066    0.00       0
          lcpan[952174/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[931695/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[932719/930470]   930470          1        0.011      0.011       0.011       0.011    0.00       0
          lcpan[933231/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[936303/930470]   930470          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[950127/930470]   930470          1        0.058      0.058       0.058       0.058    0.00       0
          lcpan[953711/930470]   930470          1        1.318      1.318       1.318       1.318    0.00       0
          lcpan[956271/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[956527/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[937328/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[940656/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[942448/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[946544/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[949360/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[950128/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[940657/930470]   930470          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[953713/930470]   930470          1        1.291      1.291       1.291       1.291    0.00       0
          lcpan[941682/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[945778/930470]   930470          1        3.024      3.024       3.024       3.024    0.00       0
          lcpan[947058/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[950386/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[936307/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[943476/930470]   930470          1        0.030      0.030       0.030       0.030    0.00       0
          lcpan[935029/930470]   930470          1        0.044      0.044       0.044       0.044    0.00       0
          lcpan[936565/930470]   930470          1        0.047      0.047       0.047       0.047    0.00       0
          lcpan[938101/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[938869/930470]   930470          2        0.024      0.004       0.012       0.019   60.89       0
          lcpan[952693/930470]   930470          1        0.042      0.042       0.042       0.042    0.00       0
          lcpan[953461/930470]   930470          1        0.039      0.039       0.039       0.039    0.00       0
          lcpan[938614/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[955510/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[930935/930470]   930470          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[931703/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[932215/930470]   930470          1        0.003      0.003       0.003       0.003    0.00       0
          lcpan[938871/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[952695/930470]   930470          1        0.046      0.046       0.046       0.046    0.00       0
          lcpan[955511/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[938104/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[938872/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[949880/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[950392/930470]   930470          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[952440/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[934521/930470]   930470          1        0.719      0.719       0.719       0.719    0.00       0
          lcpan[936313/930470]   930470          1        0.376      0.376       0.376       0.376    0.00       0
          lcpan[936569/930470]   930470          1        3.746      3.746       3.746       3.746    0.00       0
          lcpan[936825/930470]   930470          1        2.164      2.164       2.164       2.164    0.00       0
          lcpan[945273/930470]   930470          1        0.828      0.828       0.828       0.828    0.00       0
          lcpan[945785/930470]   930470          1        8.389      8.389       8.389       8.389    0.00       0
          lcpan[954233/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[934522/930470]   930470          1        0.720      0.720       0.720       0.720    0.00       0
          lcpan[936314/930470]   930470          1        0.339      0.339       0.339       0.339    0.00       0
          lcpan[936826/930470]   930470          1        2.126      2.126       2.126       2.126    0.00       0
          lcpan[945274/930470]   930470          1        0.827      0.827       0.827       0.827    0.00       0
          lcpan[954490/930470]   930470          1        0.011      0.011       0.011       0.011    0.00       0
          lcpan[954746/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[934523/930470]   930470          1        0.677      0.677       0.677       0.677    0.00       0
          lcpan[935291/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[936315/930470]   930470          1        0.298      0.298       0.298       0.298    0.00       0
          lcpan[936571/930470]   930470          1        3.673      3.673       3.673       3.673    0.00       0
          lcpan[936827/930470]   930470          1        2.126      2.126       2.126       2.126    0.00       0
          lcpan[934524/930470]   930470          1        0.677      0.677       0.677       0.677    0.00       0
          lcpan[935036/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[936316/930470]   930470          1        0.299      0.299       0.299       0.299    0.00       0
          lcpan[936828/930470]   930470          1        2.088      2.088       2.088       2.088    0.00       0
          lcpan[940412/930470]   930470          1        0.053      0.053       0.053       0.053    0.00       0
          lcpan[942460/930470]   930470          1        0.052      0.052       0.052       0.052    0.00       0
          lcpan[955772/930470]   930470          1        0.033      0.033       0.033       0.033    0.00       0
          lcpan[936317/930470]   930470          1        0.260      0.260       0.260       0.260    0.00       0
          lcpan[936573/930470]   930470          1        3.634      3.634       3.634       3.634    0.00       0
          lcpan[936829/930470]   930470          2       30.082      2.047      15.041      28.034   86.39       0
          lcpan[937341/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[941949/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[943485/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[946813/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[950141/930470]   930470          2        0.019      0.005       0.009       0.013   44.89       0
          lcpan[954237/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[955517/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[934526/930470]   930470          1        0.639      0.639       0.639       0.639    0.00       0
          lcpan[935806/930470]   930470          1        0.074      0.074       0.074       0.074    0.00       0
          lcpan[936318/930470]   930470          2       36.190      3.932      18.095      32.258   78.27       0
          lcpan[936574/930470]   930470          1        3.633      3.633       3.633       3.633    0.00       0
          lcpan[936830/930470]   930470          1       30.090     30.090      30.090      30.090    0.00       0
          lcpan[939390/930470]   930470          1        2.678      2.678       2.678       2.678    0.00       0
          lcpan[940158/930470]   930470          1        0.043      0.043       0.043       0.043    0.00       0
          lcpan[950398/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[952190/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[952702/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[953214/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[953470/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[931199/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[932479/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[936831/930470]   930470          1       30.053     30.053      30.053      30.053    0.00       0
          lcpan[938111/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[939391/930470]   930470          1        2.639      2.639       2.639       2.639    0.00       0
          lcpan[939903/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[943231/930470]   930470          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[943487/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[950143/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[951167/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[952191/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[952703/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[936576/930470]   930470          1        3.607      3.607       3.607       3.607    0.00       0
          lcpan[936832/930470]   930470          1       30.057     30.057      30.057      30.057    0.00       0
          lcpan[937344/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[937600/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[938368/930470]   930470          1        0.515      0.515       0.515       0.515    0.00       0
          lcpan[939904/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[953472/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[936833/930470]   930470          1        3.644      3.644       3.644       3.644    0.00       0
          lcpan[943233/930470]   930470          2        0.026      0.004       0.013       0.022   67.80       0
          lcpan[949889/930470]   930470          1        0.366      0.366       0.366       0.366    0.00       0
          lcpan[953217/930470]   930470          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[934018/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[934786/930470]   930470          2        0.037      0.005       0.018       0.031   71.81       0
          lcpan[936834/930470]   930470          1        3.585      3.585       3.585       3.585    0.00       0
          lcpan[941442/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[954754/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[956546/930470]   930470          1        0.011      0.011       0.011       0.011    0.00       0
          lcpan[936835/930470]   930470          1        3.605      3.605       3.605       3.605    0.00       0
          lcpan[938371/930470]   930470          1        3.140      3.140       3.140       3.140    0.00       0
          lcpan[940931/930470]   930470          1        0.030      0.030       0.030       0.030    0.00       0
          lcpan[943491/930470]   930470          1        0.046      0.046       0.046       0.046    0.00       0
          lcpan[936324/930470]   930470          1        3.864      3.864       3.864       3.864    0.00       0
          lcpan[936836/930470]   930470          1        3.544      3.544       3.544       3.544    0.00       0
          lcpan[942468/930470]   930470          1        0.035      0.035       0.035       0.035    0.00       0
          lcpan[954244/930470]   930470          1        0.037      0.037       0.037       0.037    0.00       0
          lcpan[955524/930470]   930470          1        0.035      0.035       0.035       0.035    0.00       0
          lcpan[936325/930470]   930470          1        3.823      3.823       3.823       3.823    0.00       0
          lcpan[936837/930470]   930470          1        3.505      3.505       3.505       3.505    0.00       0
          lcpan[937861/930470]   930470          2        0.020      0.005       0.010       0.015   51.42       0
          lcpan[947589/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[948869/930470]   930470          1        0.036      0.036       0.036       0.036    0.00       0
          lcpan[949125/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[951685/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[954245/930470]   930470          1        0.035      0.035       0.035       0.035    0.00       0
          lcpan[957573/930470]   930470          1        0.038      0.038       0.038       0.038    0.00       0
          lcpan[934022/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[936070/930470]   930470          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[940166/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[940678/930470]   930470          1        0.065      0.065       0.065       0.065    0.00       0
          lcpan[944518/930470]   930470          1        0.041      0.041       0.041       0.041    0.00       0
          lcpan[945542/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[954246/930470]   930470          1        0.037      0.037       0.037       0.037    0.00       0
          lcpan[932487/930470]   930470          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[936839/930470]   930470          1        3.456      3.456       3.456       3.456    0.00       0
          lcpan[938375/930470]   930470          1        3.062      3.062       3.062       3.062    0.00       0
          lcpan[938887/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[947847/930470]   930470          1        0.042      0.042       0.042       0.042    0.00       0
          lcpan[949127/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[954503/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[955783/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[930696/930470]   930470          1        2.746      2.746       2.746       2.746    0.00       0
          lcpan[936840/930470]   930470          1        3.457      3.457       3.457       3.457    0.00       0
          lcpan[942472/930470]   930470          1        0.040      0.040       0.040       0.040    0.00       0
          lcpan[947080/930470]   930470          1        0.005      0.005       0.005       0.005    0.00       0
          lcpan[947592/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[948104/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[950664/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[930697/930470]   930470          1        2.714      2.714       2.714       2.714    0.00       0
          lcpan[947849/930470]   930470          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[930698/930470]   930470          1        2.711      2.711       2.711       2.711    0.00       0
          lcpan[934794/930470]   930470          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[954762/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[930699/930470]   930470          1        2.674      2.674       2.674       2.674    0.00       0
          lcpan[935819/930470]   930470          2        0.069      0.026       0.034       0.043   24.60       0
          lcpan[940939/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[946315/930470]   930470          1        3.592      3.592       3.592       3.592    0.00       0
          lcpan[953227/930470]   930470          1        0.052      0.052       0.052       0.052    0.00       0
          lcpan[930700/930470]   930470          1        2.636      2.636       2.636       2.636    0.00       0
          lcpan[938636/930470]   930470          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[939660/930470]   930470          1        0.074      0.074       0.074       0.074    0.00       0
          lcpan[943500/930470]   930470          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[946316/930470]   930470          1        3.575      3.575       3.575       3.575    0.00       0
          lcpan[955788/930470]   930470          1        0.034      0.034       0.034       0.034    0.00       0
          lcpan[939661/930470]   930470          1        0.070      0.070       0.070       0.070    0.00       0
          lcpan[944525/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[948877/930470]   930470          2        0.024      0.004       0.012       0.019   61.37       0
          lcpan[949389/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[950669/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[952973/930470]   930470          1        0.058      0.058       0.058       0.058    0.00       0
          lcpan[954509/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[955533/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[935822/930470]   930470          1        0.056      0.056       0.056       0.056    0.00       0
          lcpan[944526/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[947854/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[952718/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[954254/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[930703/930470]   930470          1        2.596      2.596       2.596       2.596    0.00       0
          lcpan[930959/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[932239/930470]   930470          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[932751/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[933007/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[936335/930470]   930470          1        1.450      1.450       1.450       1.450    0.00       0
          lcpan[944527/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[946319/930470]   930470          1        3.597      3.597       3.597       3.597    0.00       0
          lcpan[949903/930470]   930470          1        0.481      0.481       0.481       0.481    0.00       0
          lcpan[952719/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[954255/930470]   930470          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[955535/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[930704/930470]   930470          1       16.801     16.801      16.801      16.801    0.00       0
          lcpan[936336/930470]   930470          1        1.401      1.401       1.401       1.401    0.00       0
          lcpan[936592/930470]   930470          1        0.773      0.773       0.773       0.773    0.00       0
          lcpan[937616/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[944528/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[946320/930470]   930470          1        3.578      3.578       3.578       3.578    0.00       0
          lcpan[954256/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[930705/930470]   930470          1       16.769     16.769      16.769      16.769    0.00       0
          lcpan[946321/930470]   930470          1        3.575      3.575       3.575       3.575    0.00       0
          lcpan[947857/930470]   930470          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[949393/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[949905/930470]   930470          1        0.439      0.439       0.439       0.439    0.00       0
          lcpan[954257/930470]   930470          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[930706/930470]   930470          1       16.771     16.771      16.771      16.771    0.00       0
          lcpan[943250/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[946322/930470]   930470          1        3.460      3.460       3.460       3.460    0.00       0
          lcpan[949906/930470]   930470          1        0.419      0.419       0.419       0.419    0.00       0
          lcpan[951442/930470]   930470          1        0.011      0.011       0.011       0.011    0.00       0
          lcpan[930707/930470]   930470          1       16.732     16.732      16.732      16.732    0.00       0
          lcpan[934803/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[935059/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[939411/930470]   930470          1        3.367      3.367       3.367       3.367    0.00       0
          lcpan[935060/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[939412/930470]   930470          1        3.327      3.327       3.327       3.327    0.00       0
          lcpan[945044/930470]   930470          1        0.093      0.093       0.093       0.093    0.00       0
          lcpan[934805/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[935061/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[939413/930470]   930470          1        3.328      3.328       3.328       3.328    0.00       0
          lcpan[940181/930470]   930470          2        0.080      0.005       0.040       0.075   86.90       0
          lcpan[942741/930470]   930470          1        0.059      0.059       0.059       0.059    0.00       0
          lcpan[943509/930470]   930470          2        0.024      0.004       0.012       0.020   60.71       0
          lcpan[946069/930470]   930470          1        0.046      0.046       0.046       0.046    0.00       0
          lcpan[953493/930470]   930470          1        0.042      0.042       0.042       0.042    0.00       0
          lcpan[955029/930470]   930470          1        0.074      0.074       0.074       0.074    0.00       0
          lcpan[930710/930470]   930470          1       16.669     16.669      16.669      16.669    0.00       0
          lcpan[939414/930470]   930470          1        3.283      3.283       3.283       3.283    0.00       0
          lcpan[944278/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[954262/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[931479/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[939159/930470]   930470          1        2.984      2.984       2.984       2.984    0.00       0
          lcpan[939415/930470]   930470          1        3.283      3.283       3.283       3.283    0.00       0
          lcpan[939927/930470]   930470          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[953495/930470]   930470          1        0.046      0.046       0.046       0.046    0.00       0
          lcpan[934296/930470]   930470          1        3.602      3.602       3.602       3.602    0.00       0
          lcpan[937368/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[937624/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[939416/930470]   930470          1        3.253      3.253       3.253       3.253    0.00       0
          lcpan[950424/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[934297/930470]   930470          1        3.542      3.542       3.542       3.542    0.00       0
          lcpan[934553/930470]   930470          1        0.054      0.054       0.054       0.054    0.00       0
          lcpan[936601/930470]   930470          1        0.086      0.086       0.086       0.086    0.00       0
          lcpan[937625/930470]   930470          1        0.009      0.009       0.009       0.009    0.00       0
          lcpan[939417/930470]   930470          1        3.274      3.274       3.274       3.274    0.00       0
          lcpan[940953/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[954009/930470]   930470          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[934298/930470]   930470          1        3.561      3.561       3.561       3.561    0.00       0
          lcpan[936090/930470]   930470          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[938138/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[949146/930470]   930470          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[934043/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[934299/930470]   930470          1        3.523      3.523       3.523       3.523    0.00       0
          lcpan[944795/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[934556/930470]   930470          1        0.062      0.062       0.062       0.062    0.00       0
          lcpan[935580/930470]   930470          1        2.697      2.697       2.697       2.697    0.00       0
          lcpan[952220/930470]   930470          1        0.031      0.031       0.031       0.031    0.00       0
          lcpan[935581/930470]   930470          1        2.659      2.659       2.659       2.659    0.00       0
          lcpan[939933/930470]   930470          2        0.021      0.004       0.010       0.016   53.27       0
          lcpan[940189/930470]   930470          1        0.042      0.042       0.042       0.042    0.00       0
          lcpan[940445/930470]   930470          1        0.078      0.078       0.078       0.078    0.00       0
          lcpan[950685/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[952221/930470]   930470          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[953245/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[937118/930470]   930470          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[937374/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[945054/930470]   930470          1        0.046      0.046       0.046       0.046    0.00       0
          lcpan[949918/930470]   930470          2        0.018      0.006       0.009       0.012   33.48       0
          lcpan[951710/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[952990/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[953502/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[931999/930470]   930470          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[932255/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[935583/930470]   930470          1        2.618      2.618       2.618       2.618    0.00       0
          lcpan[934304/930470]   930470          1        3.678      3.678       3.678       3.678    0.00       0
          lcpan[935584/930470]   930470          1        2.617      2.617       2.617       2.617    0.00       0
          lcpan[943008/930470]   930470          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[949152/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[949664/930470]   930470          1        0.830      0.830       0.830       0.830    0.00       0
          lcpan[952992/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[953248/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[957600/930470]   930470          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[937377/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[933794/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[934306/930470]   930470          1        3.637      3.637       3.637       3.637    0.00       0
          lcpan[937634/930470]   930470          1        0.011      0.011       0.011       0.011    0.00       0
          lcpan[954530/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[954786/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[935843/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[938915/930470]   930470          1        0.090      0.090       0.090       0.090    0.00       0
          lcpan[944547/930470]   930470          1        0.497      0.497       0.497       0.497    0.00       0
          lcpan[950435/930470]   930470          1        0.094      0.094       0.094       0.094    0.00       0
          lcpan[955043/930470]   930470          1        0.042      0.042       0.042       0.042    0.00       0
          lcpan[955555/930470]   930470          1        0.090      0.090       0.090       0.090    0.00       0
          lcpan[933796/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[934308/930470]   930470          1        3.556      3.556       3.556       3.556    0.00       0
          lcpan[936612/930470]   930470          1        0.039      0.039       0.039       0.039    0.00       0
          lcpan[938404/930470]   930470          1        1.760      1.760       1.760       1.760    0.00       0
          lcpan[944548/930470]   930470          1        0.437      0.437       0.437       0.437    0.00       0
          lcpan[950436/930470]   930470          1        0.094      0.094       0.094       0.094    0.00       0
          lcpan[954276/930470]   930470          1        0.040      0.040       0.040       0.040    0.00       0
                  nano[930469]   897952         52        9.582      0.011       0.184       1.639   16.45       0
